"","TCGA.CH.5761.11A.01R.1580.07","TCGA.CH.5761.11A.01R.1580.08","TCGA.CH.5761.11A.01R.1580.09","TCGA.CH.5761.11A.01R.1580.10","TCGA.CH.5761.11A.01R.1580.11","TCGA.CH.5761.11A.01R.1580.12","TCGA.CH.5761.11A.01R.1580.13","TCGA.CH.5761.11A.01R.1580.14","TCGA.CH.5761.11A.01R.1580.15"
"ADAMTS13","73.2685","102.002","113.8614","42.3988","49.7617","43.6603","19.1317","36.2031","43.2178"
"ADAMTS14","1.8317","3.2986","0.7072","4.5837","2.3145","6.878","1.1038","8.3885","36.465"
"ADAMTS15","13.7378","8.1196","12.7298","8.0214","29.7027","81.3397","4.7829","47.2406","38.1532"
"ADAMTS16","0.4579","0.5075","0.7072","2.6738","0","8.9713","1.4717","2.649","47.6071"
"ADAMTS17","40.7556","58.8669","31.1174","19.4805","32.0172","18.5407","11.7734","62.2517","35.4521"
"ADAMTS18","1.8317","3.806","4.2433","0.7639","1.543","2.3923","46.7255","23.3996","16.5443"
"ADAMTS19","0.9159","1.2687","4.2433","6.8755","0.7715","20.0359","3.6792","3.9735","10.8044"
"ADAMTS2","22.4385","53.2846","12.7298","201.6807","45.1327","174.0431","26.1221","129.3598","199.8822"
"ADAMTS20","0","0","0","0","0","0","0","0","0"
"ADAMTS3","31.597","51.7622","35.3607","242.9335","59.0196","33.1938","49.301","60.9272","82.7215"
"ADAMTS4","33.8867","474.7409","8.4866","178.7624","14.2727","560.1077","34.9522","1835.3201","251.5409"
"ADAMTS5","136.0046","183.7052","183.8755","109.2437","136.5552","1835.8254","272.259","582.34","751.9216"
"ADAMTS6","5.9531","14.7167","2.8289","17.5707","9.258","11.9617","4.0471","18.1015","31.738"
"ADAMTS7","27.0177","43.3889","15.5587","56.9137","43.9754","34.988","12.8771","45.0331","67.1901"
"ADAMTS8","103.0338","208.8251","130.8345","192.1314","176.6732","874.4019","55.1876","187.1965","136.4061"
"ADAMTS9","361.3051","646.7742","134.3706","317.7998","442.4544","345.0957","133.1862","610.596","386.2588"
"ADAMTSL1","489.067","224.8105","996.4639","98.9305","622.2136","507.7751","112.5828","371.7439","539.8844"
"ADAMTSL2","76.474","133.2116","46.6761","211.9939","149.285","103.4689","70.2723","181.0155","376.1296"
"ADAMTSL3","247.739","391.5153","1012.0226","130.2521","860.9924","1260.1675","188.7417","612.8035","779.9456"
"ADAMTSL4","60.4465","143.8686","114.5686","103.8961","101.4521","1061.3038","37.5276","263.1347","334.9377"
"ADAMTSL5","27.0177","95.4049","46.6761","25.974","13.1155","78.0502","25.0184","67.9912","53.6846"
"ADAP1","237.4814","130.7352","87.9349","92.8189","109.2442","100.4904","119.7535","127.3598","173.0162"
"ADAP2","55.4093","104.0319","44.5545","60.3514","73.6781","130.9809","95.2907","108.6093","208.6608"
"ADAR","6128.4488","6462.1593","6775.1061","6291.8258","5502.3275","6228.4689","3484.5475","6931.1258","8190.1041"
"ADARB1","767.945","655.9087","853.6068","799.8472","642.6583","1305.9211","364.9742","560.7064","709.0415"
"ADARB2","28.8495","15.2242","14.1443","56.5317","18.1302","4.7847","1.1038","7.064","11.8174"
"ADAT1","250.0286","255.0051","254.5969","341.482","301.6559","183.0144","341.4275","324.5033","334.2624"
"ADAT2","82.427","155.2867","107.4965","79.45","64.4201","51.1364","61.4422","49.4481","64.489"
"ADAT3","74.6422","22.5825","19.0948","76.3942","16.5872","11.6627","37.8955","44.1501","31.4004"
"ADC","132.7991","116.7188","78.5007","100.4584","111.4815","90.012","125.8278","99.7792","154.6386"
"ADCK1","233.5432","211.8699","193.0693","179.1444","256.909","152.512","197.2038","131.5673","156.3268"
"ADCK2","961.1906","776.1797","1023.338","726.5088","869.4788","674.3421","845.4746","675.0552","688.4455"
"ADCK4","1015.684","803.837","632.9562","962.9488","779.985","500.8971","936.3503","633.1126","618.8919"
"ADCK5","176.3022","145.6447","101.1315","313.5982","110.3243","55.323","110.7432","73.7307","78.3322"
"ADCY1","385.1173","323.5139","135.0778","310.5424","276.1965","281.6986","116.6299","237.5276","261.6701"
"ADCY10","1.8317","1.0149","2.1216","9.1673","3.4717","0.299","3.3113","2.649","0.6753"
"ADCY2","524.3274","302.2001","1061.5276","224.217","636.4863","782.8947","324.1354","422.0751","329.8731"
"ADCY3","637.6783","891.1046","686.2235","443.6555","854.5928","1228.0443","450.2723","1084.1015","1323.3212"
"ADCY4","70.5209","133.7191","29.703","82.5057","177.8304","133.0742","71.0081","139.0728","256.9431"
"ADCY5","387.8649","444.8","360.6789","233.7662","600.6116","1967.1053","349.8896","1217.66","1039.5898"
"ADCY6","2352.8334","2139.2518","1996.4639","1854.0871","1843.8815","1036.4833","526.4901","1490.5077","1076.3925"
"ADCY7","188.6663","255.7663","99.7171","90.1451","111.8673","311.0048","104.4886","214.128","683.7186"
"ADCY8","1.3738","0","1.4144","0","1.1572","2.3923","0","2.2075","0.3376"
"ADCY9","507.3841","616.5795","357.8501","265.4698","356.4323","1302.9306","122.1486","613.6865","622.9436"
"ADCYAP1","4.5793","88.554","0.7072","1.1459","3.4717","8.9713","1.8396","73.2892","7.7657"
"ADCYAP1R1","0.9159","1.0149","2.1216","0","2.3145","41.567","0.7358","4.8565","21.9465"
"ADD1","6665.1402","6190.6614","7226.3083","5587.4714","7581.9018","13986.5431","6246.8727","7816.3355","7617.8064"
"ADD2","16.4854","97.1811","74.2574","457.2193","56.3194","16.1483","25.0184","16.777","46.5942"
"ADD3","1401.7172","2078.6088","1514.1443","480.9015","1432.287","1311.9019","3811.9941","1937.7483","2865.5404"
"ADH1A","0.9159","1.5224","0.7072","0.382","1.1572","6.7105","0.3679","1.3245","9.4539"
"ADH1B","48.0824","56.3295","20.5092","50.8021","121.8968","476.9737","179.1759","240.6181","943.7004"
"ADH1C","184.5449","95.1512","69.3069","169.5951","111.0958","382.177","133.1862","117.4393","216.4265"
"ADH4","0","0.2537","0.7072","0.382","1.1572","2.6914","0.7358","0","2.3635"
"ADH5","3358.443","3686.0291","3032.5318","3771.9633","5864.5461","9758.9713","10802.0603","4067.9912","4708.7106"
"ADH6","1.8317","4.5673","0","131.78","19.6732","2.3923","2.9433","1.766","0.6753"
"ADH7","0","2.7911","0","0","0","0","0","0","0"
"ADHFE1","219.8054","452.6658","201.5559","127.5783","251.8943","293.3612","243.5614","145.6954","154.6386"
"ADI1","4982.2553","3921.2428","4915.1344","4198.2429","6087.1234","3699.1627","11747.2406","3969.5364","3139.3655"
"ADIG","0.4579","1.2687","0","0","0","0","0","0","0.3376"
"ADIPOQ","0","0","0","0","0","0","0","0","0"
"ADIPOR1","2596.909","2889.2967","3011.3154","2718.4874","2823.2989","1745.8134","2727.741","2273.7307","1926.9046"
"ADIPOR2","2010.3034","1896.1723","2190.9477","1534.3774","2139.7512","1558.9115","1754.9669","1786.755","1400.8633"
"ADK","211.5627","274.5428","287.8359","320.8556","283.5257","276.3158","607.064","278.1457","291.7199"
"ADM","83.3429","737.6118","263.7907","1357.9068","185.5454","92.4043","321.56","141.7219","137.419"
"ADM2","640.6411","409.7843","250.3536","800.6112","477.5576","216.8062","274.4665","385.872","272.8121"
"ADNP","2256.2106","2307.2253","2939.8868","2639.4194","2411.7044","2869.0191","1564.3856","2281.6777","2602.1822"
"ADNP2","650.2576","854.5843","799.1513","671.505","572.0662","732.3565","434.1428","624.2826","662.7849"
"ADO","571.494","576.2354","690.9477","652.0244","605.2406","871.1124","672.1854","645.4746","708.7038"
"ADORA1","5.9531","6.3434","2.8289","9.1673","3.4717","35.8852","1.4717","4.415","25.6605"
"ADORA2A","52.2038","73.8322","30.4102","46.6005","57.0909","51.1364","44.8859","62.6932","154.9762"
"ADORA2B","84.7167","146.1522","34.6535","45.4545","42.0467","44.2584","65.4893","65.7837","130.3286"
"ADORA3","7.3268","26.3886","12.7298","25.974","45.9042","31.9976","55.5556","102.8698","84.0721"
"ADPGK","1523.2421","1268.2482","1414.6605","882.1849","1816.6322","558.3672","2445.9639","1411.3377","895.2695"
"ADPRH","199.1986","330.8723","294.2008","283.4225","346.0171","542.7632","331.4937","367.7704","492.2774"
"ADPRHL1","134.6308","57.5982","113.1542","329.6409","73.2924","372.3086","59.9706","28.6976","44.5683"
"ADPRHL2","707.4986","506.9654","736.2093","792.2078","678.1472","537.9785","818.6166","524.5033","528.7423"
"ADRA1A","54.4934","74.8522","41.0184","24.4461","103.7666","982.3565","97.8661","319.2053","239.3859"
"ADRA1B","1.8317","2.5374","2.1216","6.4935","6.9435","37.0813","13.245","21.1921","25.6605"
"ADRA1D","49.4562","38.3142","82.0368","11.0772","60.5626","671.9498","94.1869","154.5254","86.4355"
"ADRA2A","43.0452","102.5095","48.7977","663.1016","84.0933","98.6842","45.6218","206.181","215.0759"
"ADRA2B","13.7378","20.8064","9.1938","3.8197","18.1302","27.512","20.2355","41.0596","17.5572"
"ADRA2C","130.9674","255.0051","129.4201","24.8281","181.6879","83.134","54.8197","77.7042","29.0369"
"ADRB1","519.2902","275.304","331.6832","1011.4591","314.3857","256.2799","319.7204","207.5055","183.6755"
"ADRB2","503.2627","700.3125","657.0014","508.7853","421.6239","184.5096","1252.0235","341.7219","291.3823"
"ADRB3","0.4579","0.2537","1.4144","1.5279","0","31.6986","5.5188","15.4525","15.869"
"ADRBK1","5105.4379","3422.1432","3540.3112","4152.0244","3508.3896","2031.6986","1631.3466","3046.3576","2928.0036"
"ADRBK2","1037.2066","977.3927","1251.0608","642.4752","709.7786","504.4856","774.0986","916.5563","1214.1491"
"ADRM1","1600.9159","1336.4298","1285.0071","2444.2322","1595.459","1456.9378","1391.4643","1393.3775","1155.7376"
"ADSL","739.0956","792.1651","721.3579","1207.4102","1051.1667","869.0191","1742.4577","773.0684","717.1448"
"ADSS","1033.0853","1349.8778","1112.447","1334.2246","986.3609","1020.0359","1349.8896","1159.8234","1227.9923"
"ADSSL1","140.5839","188.5262","187.4116","83.6516","148.1277","390.2512","153.4216","209.713","188.4024"
"AEBP1","2266.743","4294.2353","3388.9675","6448.4339","3617.1709","7728.1699","1523.9146","5049.8896","9413.0318"
"AEBP2","778.0195","902.2867","1051.6266","703.2086","644.9728","923.744","650.1104","859.6026","995.3592"
"AEN","479.9084","745.2239","495.0495","452.6356","510.732","653.11","290.287","539.5143","506.7958"
"AES","11227.0177","10023.6038","9239.7454","9448.4339","9072.0512","9447.6675","12800.2208","8824.7241","8020.2718"
"AFAP1","1112.3068","890.8661","848.6563","1823.5256","1024.9319","2857.5419","365.3422","1403.5232","1842.137"
"AFAP1L1","101.2021","161.6301","90.5233","106.9519","358.7468","357.3565","113.3186","249.8896","291.3823"
"AFAP1L2","550.4293","570.907","1108.2037","224.217","989.4469","796.0526","827.8146","563.7969","975.4385"
"AFARP1","0.9159","1.5224","6.3649","2.6738","0.7715","8.3732","1.1038","1.766","0.6753"
"AFF1","2197.5959","2269.4186","2781.471","4417.8762","2352.6848","2737.4402","1193.1567","3446.7991","3257.5391"
"AFF2","21.5226","35.5231","24.7525","7.6394","24.688","48.445","67.3289","106.4018","109.7326"
"AFF3","1153.0624","1174.7997","787.8359","620.7028","1705.7832","2488.0383","2325.975","1703.7528","1769.9025"
"AFF4","2775.9588","3660.9092","3881.8953","2830.4049","2925.5224","4974.5813","2088.3002","4519.2053","4340.6843"
"AFG3L1","155.2376","235.7211","119.5191","166.9213","122.6683","64.2943","65.1214","112.1413","132.0168"
"AFG3L2","1267.2559","1251.9482","1653.5714","1807.3262","1467.4365","1419.4348","1012.1192","1266.8786","1174.1929"
"AFM","0","0","0","0","0","0","0.3679","0","0"
"AFMID","873.7264","738.8805","520.5092","848.3575","771.8843","191.9856","939.2936","419.426","348.4432"
"AFP","0.9159","0.7612","0","0","0","0","0","0","0"
"AFTPH","2235.146","1836.0368","3615.983","1736.44","2190.6701","1432.1172","2558.131","1985.4305","1879.6351"
"AG2","167.6016","1043.3642","78.5007","487.395","77.5356","994.3182","256.0706","1907.2848","434.2035"
"AGA","502.3469","500.1145","526.8741","703.2086","781.1423","261.3636","1162.9875","402.2075","441.2939"
"AGAP1","447.8535","356.4997","293.4936","319.7097","348.7173","454.2464","159.3083","427.8146","316.0299"
"AGAP11","49.4562","123.8285","167.6096","39.3468","71.4909","35.8882","22.8109","50.3355","86.7765"
"AGAP2","39.6291","55.4668","9.0948","18.0672","31.0065","24.8236","16.6777","29.6645","202.9851"
"AGAP3","2033.1998","1542.7175","1714.2857","1587.4714","1381.7539","1218.3014","888.521","1295.8057","1377.5663"
"AGAP4","290.7842","360.052","124.4696","199.0069","191.7174","77.1531","246.5048","163.3554","156.6644"
"AGAP5","35.5123","55.6393","28.4795","31.2834","36.5999","16.4474","14.8234","36.3841","51.0746"
"AGAP6","50.3721","118.4949","49.505","69.9007","33.5602","21.5311","16.1884","22.5166","38.1532"
"AGAP7","194.1614","87.0316","41.0184","47.3644","109.9385","36.4833","174.025","84.7682","59.7621"
"AGAP8","58.1568","61.658","33.239","8.0214","53.6191","14.6531","22.443","13.245","21.2712"
"AGBL1","0","0.5075","66.4781","0","1.9287","27.2129","8.0942","0.883","0.3376"
"AGBL2","8.7006","28.4185","14.8515","9.1673","14.6585","5.3828","11.4054","4.8565","14.5185"
"AGBL3","5.4951","9.642","6.3649","12.605","9.258","4.7847","11.4054","3.532","6.7528"
"AGBL4","1.8317","0.7612","3.5361","0","8.4865","8.0742","2.5754","5.7395","4.0517"
"AGBL5","1200.2381","1039.8296","992.9562","1154.3201","1294.9641","833.442","1242.465","910.83","794.1332"
"AGER","35.7184","93.6287","20.5092","24.0642","27.0024","11.6627","12.8771","18.1015","27.3487"
"AGFG1","1108.1855","1270.4583","1094.0594","1672.6509","1046.5378","1247.0096","1186.5342","1362.9139","1508.9078"
"AGFG2","1094.4476","1187.7402","1133.6634","2034.7594","1026.4788","684.5096","490.8021","835.7616","642.189"
"AGGF1","707.4986","733.0445","913.7199","845.6837","787.7","703.6483","798.3812","873.2892","883.6007"
"AGK","478.0767","574.9667","500.7072","679.5264","520.3758","463.2177","484.9154","480.3532","453.1113"
"AGL","1178.2484","1401.64","1605.3748","1331.1688","1404.5131","2528.4091","1613.6865","1759.8234","1584.8765"
"AGMAT","19.233","41.1053","30.4102","69.1367","47.8329","25.4187","35.688","8.83","38.8285"
"AGPAT1","2107.6176","1994.8225","2014.6676","1334.0489","2237.0526","2512.7721","1605.8499","2055.8366","1790.2689"
"AGPAT2","771.6085","672.1478","688.826","824.6753","665.0317","452.1531","920.8977","512.1413","503.4194"
"AGPAT3","2937.1494","2261.8065","2248.9392","1847.9756","1967.707","2107.6555","634.6578","1846.7991","1543.3469"
"AGPAT4","86.0904","235.7211","108.9109","90.5271","140.027","299.0431","67.3289","124.9448","162.7419"
"AGPAT5","738.1797","690.4168","809.0523","1255.1566","860.9924","874.1029","1144.9595","781.457","877.1856"
"AGPAT6","2085.8615","1941.8449","1442.0085","1737.9679","1432.6728","1286.4833","682.1192","1445.4746","1261.0809"
"AGPAT9","40.2977","84.2405","45.9689","27.8839","63.2629","84.9282","78.7344","45.4746","123.9134"
"AGPHD1","38.4659","55.3145","51.6266","52.33","45.1327","62.201","82.0456","47.6821","47.6071"
"AGPS","453.8065","589.4297","675.389","323.5294","420.4667","1209.0311","511.4054","769.0949","1020.6821"
"AGR2","6266.743","4980.3386","13452.6167","14173.4148","19592.5909","254.7847","5562.1781","5479.0287","2260.4917"
"AGR3","16.9433","55.822","161.9519","361.3445","138.0982","0","21.7071","53.8631","4.7269"
"AGRN","6572.6388","3024.792","2886.1386","9747.5172","2487.697","1839.7129","742.0898","3697.1302","3528.3254"
"AGRP","0","0.2537","0","0","0","0.299","0","0","0"
"AGT","179.0498","312.6033","32.5318","928.5714","159.7002","312.5","195.7322","388.9625","602.6852"
"AGTPBP1","191.8718","265.662","941.3013","302.521","345.2456","276.3158","288.4474","242.8256","359.5853"
"AGTR1","23.8122","45.9263","292.7864","556.1497","309.3709","178.5287","148.2708","281.6777","113.4466"
"AGTR2","0","0","0","0","0","0","0","0","0"
"AGTRAP","3137.2639","1850.4998","1826.0255","2969.0604","3005.3725","906.9976","4399.1906","1511.6998","1263.4444"
"AGXT","0.4579","0","0","0","0.7715","0.299","0","0.4415","0.3376"
"AGXT2","0","0","0","0","0","0","0","0","0"
"AGXT2L1","0","0.7612","0","0.7639","0.7715","3.8876","0","0","0.3376"
"AGXT2L2","503.8718","591.1095","354.5262","443.5676","452.2409","256.9528","487.3216","376.6887","366.149"
"AHCTF1","817.4013","1052.4987","1219.9434","973.262","958.5869","1252.0933","665.5629","1218.543","1304.2986"
"AHCY","4434.1156","4230.04","5632.2489","8186.7838","7445.7323","2726.9737","10199.4113","4029.5806","3010.3875"
"AHCYL1","3038.3515","3048.6432","2731.2588","3446.906","2831.0139","3682.7153","3071.7439","3375.2759","3405.0872"
"AHCYL2","683.2284","635.6098","615.2758","1022.9183","553.9359","555.622","479.3966","724.0618","791.763"
"AHDC1","715.7413","539.1899","661.9519","620.3209","681.619","1551.4354","236.2031","949.2274","1236.7709"
"AHI1","291.7001","512.2938","350.0707","315.508","380.7345","606.7584","582.0456","430.0221","443.995"
"AHNAK","36368.6319","43039.2803","34391.7963","32279.6028","24756.2306","74896.8301","7544.8859","42823.8411","36419.7458"
"AHNAK2","1168.6319","1746.9753","1449.7878","858.6707","1785.2476","8886.0646","310.1545","2447.2406","1448.4704"
"AHR","1416.8288","2423.9441","990.099","777.3109","931.9702","1130.9809","1379.6909","1756.2914","3442.2275"
"AHRR","17.4013","21.0601","14.8515","16.8067","16.5872","12.8589","3.6792","15.4525","14.5185"
"AHSA1","1579.3932","1549.8221","1561.5276","2095.8747","2021.7119","1888.4569","2630.6107","1586.3135","1422.1346"
"AHSA2","198.2828","712.9994","120.9335","216.1956","165.8722","69.677","86.4606","76.8212","147.8858"
"AHSG","0","0","0","0","0.3857","0","0.7358","0","0"
"AHSP","0","0","0","0","0","0","0","0","0"
"AICDA","0","0","0","0.382","0.3857","0","0","0","5.4022"
"AIDA","602.6331","672.0082","695.9123","1064.5989","783.4915","1434.6202","1271.1773","800.8962","838.4044"
"AIF1","168.0595","236.2286","65.0636","108.8617","122.2825","192.5837","428.9919","175.7174","419.0097"
"AIF1L","531.1963","583.0863","252.4752","967.1505","545.8352","438.0981","464.312","401.3245","381.5318"
"AIFM1","841.6714","726.9549","847.9491","1661.9557","880.2798","578.0502","654.5254","740.8389","551.7018"
"AIFM2","292.158","287.4834","229.1372","329.259","288.9262","544.5574","339.5879","353.2009","377.4802"
"AIFM3","24.9891","37.7078","19.3352","12.0703","15.6614","10.0449","39.2752","9.713","13.1679"
"AIG1","612.2496","599.0717","664.7808","477.0817","789.6287","713.8158","1338.1163","576.1589","618.2166"
"AIM1","3516.4282","2531.7821","7956.86","12055.0038","3436.2545","1742.823","2225.1656","3578.3664","3506.3788"
"AIM1L","6.8689","105.5544","9.1938","1.9099","5.0147","1.4952","4.7829","7.947","4.7269"
"AIM2","4.5793","2.0299","0.7072","1.1459","7.715","2.6914","6.9904","5.7395","30.7251"
"AIMP1","952.49","1085.1292","1172.1146","1074.8625","1101.5687","984.1178","1610.379","868.5342","953.3197"
"AIMP2","381.8798","344.8303","331.1952","663.8961","447.9398","439.7339","391.6446","307.0817","263.6858"
"AIP","1110.933","917.2572","971.0042","791.8258","1249.4419","1001.1962","2236.2031","933.7748","1056.8094"
"AIPL1","0","0.2537","0","0","0.3857","0.299","0","0","0.3376"
"AIRE","0.4579","0.7612","0","0.382","0.3857","0","0","1.3245","1.0129"
